-23.702445 -39.066000 -5.496955
-25.599195 -37.116000 -5.496955
-25.599195 -39.066000 -5.496955
-25.599195 -39.066000 -5.496955
-25.599195 -37.116000 -5.496955
-23.702445 -39.066000 -5.496955
-23.702445 -37.116000 -5.496955
-23.702445 -37.116000 -5.496955
-21.805745 -39.066000 -5.496955
-21.805745 -39.066000 -5.496955
-25.599195 -35.166000 -5.496955
-25.599195 -35.166000 -5.496955
-21.805745 -37.116000 -5.496955
-21.805745 -37.116000 -5.496955
-23.702445 -35.166000 -5.496955
-23.702445 -35.166000 -5.496955
-19.908945 -39.066000 -5.496955
-19.908945 -39.066000 -5.496955
-25.599195 -33.216000 -5.496955
-25.599195 -33.216000 -5.496955
-19.908945 -37.116000 -5.496955
-19.908945 -37.116000 -5.496955
-21.805745 -35.166000 -5.496955
-21.805745 -35.166000 -5.496955
-23.702445 -33.216000 -5.496955
-23.702445 -33.216000 -5.496955
-18.012245 -39.066000 -5.496955
-18.012245 -39.066000 -5.496955
-25.599195 -31.266000 -5.496955
-25.599195 -31.266000 -5.496955
-18.012245 -37.116000 -5.496955
-18.012245 -37.116000 -5.496955
-19.908945 -35.166000 -5.496955
-19.908945 -35.166000 -5.496955
-21.805745 -33.216000 -5.496955
-21.805745 -33.216000 -5.496955
-23.702445 -31.266000 -5.496955
-23.702445 -31.266000 -5.496955
-16.115545 -39.066000 -5.496955
-16.115545 -39.066000 -5.496955
-25.599195 -29.316000 -5.496955
-25.599195 -29.316000 -5.496955
-16.115545 -37.116000 -5.496955
-16.115545 -37.116000 -5.496955
-18.012245 -35.166000 -5.496955
-18.012245 -35.166000 -5.496955
-19.908945 -33.216000 -5.496955
-19.908945 -33.216000 -5.496955
-21.805745 -31.266000 -5.496955
-21.805745 -31.266000 -5.496955
-23.702445 -29.316000 -5.496955
-23.702445 -29.316000 -5.496955
-14.218745 -39.066000 -5.496955
-14.218745 -39.066000 -5.496955
-25.599195 -27.366000 -5.496955
-25.599195 -27.366000 -5.496955
-14.218745 -37.116000 -5.496955
-14.218745 -37.116000 -5.496955
-16.115545 -35.166000 -5.496955
-16.115545 -35.166000 -5.496955
-18.012245 -33.216000 -5.496955
-18.012245 -33.216000 -5.496955
-19.908945 -31.266000 -5.496955
-19.908945 -31.266000 -5.496955
-21.805745 -29.316000 -5.496955
-21.805745 -29.316000 -5.496955
-23.702445 -27.366000 -5.496955
-23.702445 -27.366000 -5.496955
-12.322045 -39.066000 -5.496955
-12.322045 -39.066000 -5.496955
-25.599195 -25.416000 -5.496955
-25.599195 -25.416000 -5.496955
-12.322045 -37.116000 -5.496955
-12.322045 -37.116000 -5.496955
-14.218745 -35.166000 -5.496955
-14.218745 -35.166000 -5.496955
-16.115545 -33.216000 -5.496955
-16.115545 -33.216000 -5.496955
-18.012245 -31.266000 -5.496955
-18.012245 -31.266000 -5.496955
-19.908945 -29.316000 -5.496955
-19.908945 -29.316000 -5.496955
-21.805745 -27.366000 -5.496955
-21.805745 -27.366000 -5.496955
-23.702445 -25.416000 -5.496955
-23.702445 -25.416000 -5.496955
-10.425345 -39.066000 -5.496955
-10.425345 -39.066000 -5.496955
-25.599195 -23.466000 -5.496955
-25.599195 -23.466000 -5.496955
-10.425345 -37.116000 -5.496955
-10.425345 -37.116000 -5.496955
-12.322045 -35.166000 -5.496955
-12.322045 -35.166000 -5.496955
-14.218745 -33.216000 -5.496955
-14.218745 -33.216000 -5.496955
-16.115545 -31.266000 -5.496955
-16.115545 -31.266000 -5.496955
-18.012245 -29.316000 -5.496955
-18.012245 -29.316000 -5.496955
-19.908945 -27.366000 -5.496955
-19.908945 -27.366000 -5.496955
-21.805745 -25.416000 -5.496955
-21.805745 -25.416000 -5.496955
-23.702445 -23.466000 -5.496955
-23.702445 -23.466000 -5.496955
-8.528545 -39.066000 -5.496955
-8.528545 -39.066000 -5.496955
-25.599195 -21.516000 -5.496955
-25.599195 -21.516000 -5.496955
-8.528545 -37.116000 -5.496955
-8.528545 -37.116000 -5.496955
-10.425345 -35.166000 -5.496955
-10.425345 -35.166000 -5.496955
-12.322045 -33.216000 -5.496955
-12.322045 -33.216000 -5.496955
-14.218745 -31.266000 -5.496955
-14.218745 -31.266000 -5.496955
-16.115545 -29.316000 -5.496955
-16.115545 -29.316000 -5.496955
-18.012245 -27.366000 -5.496955
-18.012245 -27.366000 -5.496955
-19.908945 -25.416000 -5.496955
-19.908945 -25.416000 -5.496955
-21.805745 -23.466000 -5.496955
-21.805745 -23.466000 -5.496955
-23.702445 -21.516000 -5.496955
-23.702445 -21.516000 -5.496955
-6.631845 -39.066000 -5.496955
-6.631845 -39.066000 -5.496955
-25.599195 -19.566000 -5.496955
-25.599195 -19.566000 -5.496955
-6.631845 -37.116000 -5.496955
-6.631845 -37.116000 -5.496955
-8.528545 -35.166000 -5.496955
-8.528545 -35.166000 -5.496955
-10.425345 -33.216000 -5.496955
-10.425345 -33.216000 -5.496955
-12.322045 -31.266000 -5.496955
-12.322045 -31.266000 -5.496955
-14.218745 -29.316000 -5.496955
-14.218745 -29.316000 -5.496955
-16.115545 -27.366000 -5.496955
-16.115545 -27.366000 -5.496955
-18.012245 -25.416000 -5.496955
-18.012245 -25.416000 -5.496955
-19.908945 -23.466000 -5.496955
-19.908945 -23.466000 -5.496955
-21.805745 -21.516000 -5.496955
-21.805745 -21.516000 -5.496955
-23.702445 -19.566000 -5.496955
-23.702445 -19.566000 -5.496955
-4.735145 -39.066000 -5.496955
-4.735145 -39.066000 -5.496955
-25.599195 -17.616000 -5.496955
-25.599195 -17.616000 -5.496955
-4.735145 -37.116000 -5.496955
-4.735145 -37.116000 -5.496955
-6.631845 -35.166000 -5.496955
-6.631845 -35.166000 -5.496955
-8.528545 -33.216000 -5.496955
-8.528545 -33.216000 -5.496955
-10.425345 -31.266000 -5.496955
-10.425345 -31.266000 -5.496955
-12.322045 -29.316000 -5.496955
-12.322045 -29.316000 -5.496955
-14.218745 -27.366000 -5.496955
-14.218745 -27.366000 -5.496955
-16.115545 -25.416000 -5.496955
-16.115545 -25.416000 -5.496955
-18.012245 -23.466000 -5.496955
-18.012245 -23.466000 -5.496955
-19.908945 -21.516000 -5.496955
-19.908945 -21.516000 -5.496955
-21.805745 -19.566000 -5.496955
-21.805745 -19.566000 -5.496955
-23.702445 -17.616000 -5.496955
-23.702445 -17.616000 -5.496955
-2.838345 -39.066000 -5.496955
-2.838345 -39.066000 -5.496955
-25.599195 -15.666000 -5.496955
-25.599195 -15.666000 -5.496955
-2.838345 -37.116000 -5.496955
